0;163;167
1;156;156
2;149;144
3;144;129
4;137;116
5;131;103
6;125;92
7;120;78
8;129;79
9;142;84
10;156;89
11;169;94
12;182;100
13;195;105
14;208;110
15;221;116
16;233;120
17;246;126
18;259;132
19;272;137
20;285;142
21;298;146
22;311;153
23;324;158
24;337;163
25;349;168
26;363;173
27;375;179
28;387;184
29;401;190
30;414;194
31;426;200
32;440;205
33;452;210
34;465;215
35;478;220
36;490;226
37;486;237
38;477;246
39;468;256
40;458;265
41;448;275
42;438;284
43;428;294
44;420;304
45;410;313
46;400;323
47;389;333
48;380;343
49;370;353
50;359;362
51;351;372
52;341;381
53;331;391
54;322;400
55;312;410
56;301;420
57;281;418
58;273;408
59;264;399
60;255;389
61;245;380
62;235;369
63;225;358
64;216;349
65;205;340
66;196;330
67;185;319
68;176;309
69;167;298
70;157;288
71;147;279
72;135;272
73;126;262
74;116;253
75;107;244
76;98;230
77;108;224
78;120;219
79;134;214
80;146;209
81;159;203
82;173;199
83;185;194
84;197;187
85;210;183
86;222;177
87;235;172
88;248;167
89;261;161
90;275;155
91;287;152
92;299;146
93;312;140
94;325;134
95;338;129
96;350;124
97;365;119
98;376;115
99;389;108
100;402;103
101;415;100
102;417;94
103;440;88
104;453;83
105;465;77
106;463;87
107;458;98
108;452;111
109;446;123
110;440;135
111;435;148
112;428;159
113;422;169
114;397;223
115;390;234
116;383;248
117;378;260
118;371;272
119;365;284
120;359;296
121;353;308
122;347;320
123;341;333
124;335;345
125;328;358
126;322;370
127;317;383
128;311;394
129;305;405
130;286;411
131;280;396
132;273;384
133;267;372
134;261;360
135;255;348
136;247;335
137;242;324
138;235;311
139;228;299
140;223;287
141;216;276
142;209;264
143;203;251
144;197;239
145;190;227
146;601;228
147;601;213
148;601;199
149;601;187
150;601;173
151;601;160
152;601;147
153;601;132
154;601;119
155;601;105
156;611;102
157;624;102
158;637;102
159;650;102
160;664;102
161;676;102
162;618;171
163;631;171
164;644;171
165;658;171
166;671;171
167;736;102
168;750;102
169;763;102
170;776;102
171;790;102
172;804;108
173;814;116
174;822;129
175;824;142
176;822;156
177;814;170
178;802;178
179;792;186
180;797;193
181;804;204
182;813;215
183;821;227
184;771;186
185;759;186
186;745;186
187;731;223
188;731;209
189;731;196
190;731;183
191;731;170
192;731;156
193;731;143
194;731;129
195;731;116
196;731;103
197;872;100
198;872;115
199;872;129
200;872;142
201;872;155
202;872;169
203;872;183
204;872;197
205;872;210
206;872;223
207;920;215
208;933;222
209;947;226
210;960;228
211;975;226
212;987;221
213;998;214
214;1005;200
215;1003;187
216;999;174
217;988;163
218;975;161
219;957;153
220;966;142
221;975;132
222;984;121
223;993;110
224;1002;100
225;991;102
226;977;102
227;963;102
228;949;102
229;936;102
230;924;102
231;1062;102
232;1073;102
233;1087;102
234;1100;102
235;1113;102
236;1128;102
237;1141;104
238;1151;113
239;1161;122
240;1171;132
241;1177;147
242;1178;160
243;1178;174
244;1173;188
245;1165;201
246;1155;208
247;1144;219
248;1130;225
249;1115;225
250;1104;225
251;1089;225
252;1075;225
253;1065;225
254;1056;215
255;1056;202
256;1056;188
257;1056;175
258;1056;162
259;1056;147
260;1056;134
261;1056;121
262;1056;106
263;687;283
264;674;279
265;662;275
266;649;271
267;634;274
268;622;280
269;611;288
270;599;294
271;590;307
272;588;322
273;585;334
274;583;348
275;587;362
276;595;373
277;602;383
278;611;394
279;624;402
280;637;404
281;651;408
282;665;405
283;679;399
284;690;393
285;740;401
286;746;388
287;751;375
288;756;363
289;762;351
290;768;338
291;773;326
292;778;315
293;785;302
294;789;290
295;795;278
296;806;282
297;810;294
298;815;305
299;820;318
300;825;330
301;832;342
302;837;355
303;842;367
304;849;380
305;854;393
306;860;404
307;832;368
308;818;368
309;806;368
310;793;368
311;778;368
312;765;368
313;901;400
314;901;385
315;901;371
316;901;358
317;901;345
318;901;332
319;901;318
320;901;305
321;901;292
322;901;278
323;905;278
324;911;290
325;918;301
326;925;313
327;931;325
328;939;337
329;945;348
330;952;361
331;958;372
332;967;383
333;972;375
334;980;363
335;987;351
336;993;340
337;1000;327
338;1007;316
339;1013;304
340;1019;293
341;1027;281
342;1036;281
343;1036;294
344;1036;308
345;1036;321
346;1036;336
347;1036;349
348;1036;363
349;1036;376
350;1036;389
351;1036;402
352;1088;400
353;1088;387
354;1088;375
355;1088;360
356;1088;347
357;1088;334
358;1088;319
359;1088;306
360;1088;293
361;1088;278
362;1099;279
363;1112;279
364;1126;279
365;1140;279
366;1153;279
367;1166;283
368;1176;294
369;1184;304
370;1186;320
371;1183;334
372;1176;343
373;1161;354
374;1149;359
375;1136;359
376;1122;359
377;1107;359
378;1096;359
